  260,19940101,   31
  260,19940102,   47
  260,19940103,   62
  260,19940104,   64
  260,19940105,   57
  260,19940106,   64
  260,19940107,   46
  260,19940108,   27
  260,19940109,   20
  260,19940110,   45
  260,19940111,   52
  260,19940112,   90
  260,19940113,   94
  260,19940114,   72
  260,19940115,   54
  260,19940116,   19
  260,19940117,   -6
  260,19940118,   25
  260,19940119,   25
  260,19940120,   30
  260,19940121,   52
  260,19940122,   73
  260,19940123,   77
  260,19940124,   43
  260,19940125,   84
  260,19940126,   60
  260,19940127,   87
  260,19940128,   39
  260,19940129,   43
  260,19940130,   73
  260,19940131,   57
  260,19940201,   53
  260,19940202,   39
  260,19940203,   24
  260,19940204,   56
  260,19940205,   43
  260,19940206,   40
  260,19940207,   40
  260,19940208,   43
  260,19940209,   46
  260,19940210,   51
  260,19940211,   24
  260,19940212,    6
  260,19940213,  -31
  260,19940214,  -44
  260,19940215,   -4
  260,19940216,    6
  260,19940217,  -20
  260,19940218,  -16
  260,19940219,  -24
  260,19940220,  -47
  260,19940221,  -58
  260,19940222,  -35
  260,19940223,   -4
  260,19940224,   -3
  260,19940225,    8
  260,19940226,   68
  260,19940227,   75
  260,19940228,   79
  260,19940301,   67
  260,19940302,   48
  260,19940303,   57
  260,19940304,   61
  260,19940305,   74
  260,19940306,   67
  260,19940307,   93
  260,19940308,   98
  260,19940309,   88
  260,19940310,   65
  260,19940311,   50
  260,19940312,   63
  260,19940313,   82
  260,19940314,   95
  260,19940315,   68
  260,19940316,   59
  260,19940317,   50
  260,19940318,   58
  260,19940319,   55
  260,19940320,   49
  260,19940321,   39
  260,19940322,   41
  260,19940323,  110
  260,19940324,   95
  260,19940325,   87
  260,19940326,   53
  260,19940327,   46
  260,19940328,   88
  260,19940329,  114
  260,19940330,  135
  260,19940331,  114
  260,19940401,   90
  260,19940402,   53
  260,19940403,   58
  260,19940404,   55
  260,19940405,   38
  260,19940406,   50
  260,19940407,   50
  260,19940408,   69
  260,19940409,   44
  260,19940410,   44
  260,19940411,   91
  260,19940412,   87
  260,19940413,   79
  260,19940414,   61
  260,19940415,   63
  260,19940416,   79
  260,19940417,   61
  260,19940418,   56
  260,19940419,   48
  260,19940420,   70
  260,19940421,   78
  260,19940422,  102
  260,19940423,  146
  260,19940424,  128
  260,19940425,  104
  260,19940426,  110
  260,19940427,  132
  260,19940428,  132
  260,19940429,  143
  260,19940430,  130
  260,19940501,   83
  260,19940502,   89
  260,19940503,  138
  260,19940504,  120
  260,19940505,  109
  260,19940506,  115
  260,19940507,  161
  260,19940508,  116
  260,19940509,   99
  260,19940510,  106
  260,19940511,  146
  260,19940512,  176
  260,19940513,  163
  260,19940514,  168
  260,19940515,  142
  260,19940516,  127
  260,19940517,  128
  260,19940518,  122
  260,19940519,  121
  260,19940520,  126
  260,19940521,  143
  260,19940522,  134
  260,19940523,  121
  260,19940524,  130
  260,19940525,  124
  260,19940526,  113
  260,19940527,  107
  260,19940528,  104
  260,19940529,   88
  260,19940530,   92
  260,19940531,  122
  260,19940601,  176
  260,19940602,  158
  260,19940603,  139
  260,19940604,  109
  260,19940605,  115
  260,19940606,  125
  260,19940607,  135
  260,19940608,  116
  260,19940609,  107
  260,19940610,  115
  260,19940611,  116
  260,19940612,  131
  260,19940613,  136
  260,19940614,  147
  260,19940615,  136
  260,19940616,  126
  260,19940617,  133
  260,19940618,  160
  260,19940619,  160
  260,19940620,  161
  260,19940621,  169
  260,19940622,  162
  260,19940623,  142
  260,19940624,  192
  260,19940625,  194
  260,19940626,  188
  260,19940627,  179
  260,19940628,  221
  260,19940629,  190
  260,19940630,  173
  260,19940701,  199
  260,19940702,  234
  260,19940703,  229
  260,19940704,  218
  260,19940705,  175
  260,19940706,  166
  260,19940707,  144
  260,19940708,  167
  260,19940709,  184
  260,19940710,  195
  260,19940711,  231
  260,19940712,  253
  260,19940713,  245
  260,19940714,  202
  260,19940715,  196
  260,19940716,  199
  260,19940717,  191
  260,19940718,  189
  260,19940719,  209
  260,19940720,  215
  260,19940721,  227
  260,19940722,  233
  260,19940723,  240
  260,19940724,  266
  260,19940725,  236
  260,19940726,  232
  260,19940727,  244
  260,19940728,  217
  260,19940729,  205
  260,19940730,  236
  260,19940731,  243
  260,19940801,  188
  260,19940802,  200
  260,19940803,  235
  260,19940804,  258
  260,19940805,  217
  260,19940806,  209
  260,19940807,  188
  260,19940808,  179
  260,19940809,  182
  260,19940810,  198
  260,19940811,  199
  260,19940812,  161
  260,19940813,  152
  260,19940814,  136
  260,19940815,  131
  260,19940816,  158
  260,19940817,  145
  260,19940818,  156
  260,19940819,  166
  260,19940820,  157
  260,19940821,  166
  260,19940822,  185
  260,19940823,  187
  260,19940824,  175
  260,19940825,  167
  260,19940826,  164
  260,19940827,  163
  260,19940828,  154
  260,19940829,  149
  260,19940830,  153
  260,19940831,  170
  260,19940901,  168
  260,19940902,  154
  260,19940903,  151
  260,19940904,  164
  260,19940905,  148
  260,19940906,  132
  260,19940907,  126
  260,19940908,  135
  260,19940909,  127
  260,19940910,  128
  260,19940911,  126
  260,19940912,  154
  260,19940913,  144
  260,19940914,  128
  260,19940915,  124
  260,19940916,  117
  260,19940917,  115
  260,19940918,  131
  260,19940919,  124
  260,19940920,  109
  260,19940921,  132
  260,19940922,  125
  260,19940923,  139
  260,19940924,  146
  260,19940925,  148
  260,19940926,  143
  260,19940927,  137
  260,19940928,  129
  260,19940929,  139
  260,19940930,  139
  260,19941001,  130
  260,19941002,  136
  260,19941003,   96
  260,19941004,   60
  260,19941005,   79
  260,19941006,   93
  260,19941007,   84
  260,19941008,   79
  260,19941009,   89
  260,19941010,   92
  260,19941011,   93
  260,19941012,   77
  260,19941013,  104
  260,19941014,  100
  260,19941015,   94
  260,19941016,  103
  260,19941017,   58
  260,19941018,   53
  260,19941019,   75
  260,19941020,   75
  260,19941021,   97
  260,19941022,  127
  260,19941023,  123
  260,19941024,  101
  260,19941025,   96
  260,19941026,   82
  260,19941027,   76
  260,19941028,   74
  260,19941029,   84
  260,19941030,  139
  260,19941031,  131
  260,19941101,  102
  260,19941102,   67
  260,19941103,  116
  260,19941104,  139
  260,19941105,  133
  260,19941106,  123
  260,19941107,  111
  260,19941108,  101
  260,19941109,   95
  260,19941110,  105
  260,19941111,  106
  260,19941112,   97
  260,19941113,  113
  260,19941114,  140
  260,19941115,  126
  260,19941116,   93
  260,19941117,   93
